,City,Car_Name,Maker,Variant,Year,Model,Fuel_Type,KM_Driven,ownerNumber,Listing_Price,Discount,Original_Price,Car_Id,Cash_Down_Payment,Ex_Showroom_Price,On_Road_Price,CalculatedScore
1523,Gurgaon,Hyundai Grand i10,HYUNDAI,MAGNA 1.2 KAPPA VTVT,2017,GRAND I10,Petrol,18327,1,477220,0,477220,10137391743,0,467532,477220,370000
1524,Gurgaon,Hyundai Creta,HYUNDAI,1.6 SX AT CRDI,2018,CRETA,Diesel,39372,1,1265799,-14600,1265799,10042494704,0,1246392,1265799,370000
1525,Gurgaon,Maruti Baleno,MARUTI,ZETA 1.2 K12 CVT,2021,BALENO,Petrol,14602,1,917399,25100,942499,10167697724,0,903501,917399,715000
1526,New Delhi,Maruti Baleno,MARUTI,DELTA 1.2 K12,2016,BALENO,Petrol,51070,1,516499,8700,525199,10134094747,0,502601,516499,181000
1527,Noida,Hyundai Grand i10,HYUNDAI,MAGNA 1.2 VTVT,2014,GRAND I10,Petrol,66283,1,373199,5500,378699,10175990778,0,359301,373199,181000
1528,New Delhi,Honda Amaze,Honda,1.5 V CVT I-DTEC,2018,Amaze,Diesel,70270,2,638799,-3900,638799,10024690709,0,626611,638799,507000
1529,New Delhi,Maruti Swift,Maruti,VXI,2015,Swift,Petrol,60643,1,411599,-38700,411599,10039297768,0,397701,411599,520000
1530,New Delhi,Volkswagen TIGUAN,VOLKSWAGEN,HIGHLINE A/T,2018,TIGUAN,Diesel,75073,1,1941699,197400,2139099,10061893733,0,1932011,1941699,507000
1531,Noida,Maruti Swift,Maruti,LXI,2018,Swift,Petrol,33878,1,545299,-17300,545299,10570371794,0,531401,545299,169000
1532,Panipat,Maruti IGNIS,MARUTI,DELTA 1.2 K12,2018,IGNIS,Petrol,29535,1,482099,0,482099,10033598700,0,472411,482099,169000
1533,Noida,Maruti IGNIS,MARUTI,DELTA 1.2 K12,2018,IGNIS,Petrol,34337,1,458199,44200,502399,10519399772,0,444301,458199,169000
1534,Ghaziabad,Maruti S PRESSO,Maruti,VXI PLUS,2020,S PRESSO,Petrol,13523,2,437699,8200,445899,11214074790,0,428011,437699,367000
1535,New Delhi,Skoda Rapid,Skoda,ACTIVE 1.0 TSI,2020,Rapid,Petrol,18906,1,946699,38000,984699,10020897763,0,934511,946699,367000
1536,Noida,Hyundai VENUE,Hyundai,S MT 1.2 KAPPA,2021,VENUE,Petrol,6005,1,934399,0,934399,10545276718,0,924711,934399,367000
1537,New Delhi,Mahindra Thar,MAHINDRA,LX D 4*4 MT HT,2021,THAR,Diesel,42608,1,1550899,59300,1610199,10092897709,0,1541211,1550899,715000
1538,Gurgaon,Hyundai Creta,HYUNDAI,1.4 S CRDI,2019,CRETA,Diesel,71968,1,896699,61200,957899,1013041066,0,882801,896699,715000
1539,New Delhi,Honda WR-V,Honda,1.2 i-VTEC S MT,2017,WR-V,Petrol,59583,1,642599,5000,647599,10060377796,0,628701,642599,507000
1540,Noida,Maruti Baleno,Maruti,SIGMA PETROL 1.2,2019,Baleno,Petrol,38042,1,562199,-12600,562199,11219978776,0,552511,562199,715000
1541,Noida,Mahindra Scorpio,MAHINDRA,S7 120 BHP 2WD,2018,SCORPIO,Diesel,42679,1,981899,111800,1093699,1007851769,0,962492,981899,715000
1542,New Delhi,Maruti Alto 800,Maruti,LXI,2018,Alto 800,Petrol,22060,1,342599,-15700,342599,10058897708,0,330057,342599,169000
1543,Noida,Hyundai Elite i20,HYUNDAI,SPORTZ 1.2,2017,ELITE I20,Petrol,47168,1,587899,11800,599699,11262799723,0,578211,587899,169000
1544,New Delhi,Maruti Alto K10,MARUTI,VXI AMT,2017,ALTO K10,Petrol,67975,1,308299,9600,317899,10035299762,0,298611,308299,468000
1545,New Delhi,Maruti Celerio,Maruti,VXI CNG,2018,Celerio,Petrol + CNG,99421,1,475199,-15900,475199,10093672790,0,465511,475199,507000
1546,Gurgaon,Maruti Swift,Maruti,VXI,2014,Swift,Petrol,35393,1,451199,5000,456199,10120099703,0,437301,451199,181000
1547,New Delhi,Tata NEXON,Tata,XZ+ 1.5,2022,NEXON,Diesel,10412,1,1207299,32500,1239799,10129399708,0,1193401,1207299,474000
1548,Sonipat,Maruti Alto,MARUTI,LXI CNG,2021,ALTO,Petrol + CNG,21829,1,487099,33300,520399,11534198754,0,474557,487099,507000
1549,New Delhi,Maruti Vitara Brezza,Maruti,ZDI AMT,2019,Vitara Brezza,Diesel,31588,1,933499,5000,938499,11248398764,0,919601,933499,715000
1550,Gurgaon,Mahindra Thar,Mahindra,LX  4WD AT CONVERTIBLE,2021,Thar,Petrol,18128,1,1631699,55500,1687199,29615771774,0,1622011,1631699,715000
1551,New Delhi,Maruti XL6,MARUTI,ALPHA SHVS  MT,2020,XL6,Petrol,70925,1,915699,64700,980399,10079574796,0,903511,915699,715000
1552,New Delhi,Maruti Swift,MARUTI,LXI,2018,SWIFT,Petrol,46801,1,512699,11800,524499,10014698763,0,498801,512699,507000
1553,New Delhi,Maruti Alto,MARUTI,LXI,2020,ALTO,Petrol,10487,1,368299,22100,390399,11228395760,0,358611,368299,367000
1554,New Delhi,Hyundai Creta,HYUNDAI,1.6 S,2015,CRETA,Petrol,49818,1,781199,61900,843099,1001184065,0,761792,781199,520000
1555,Gurgaon,Renault TRIBER,Renault,RXZ AT,2021,TRIBER,Petrol,10682,1,746999,17000,763999,10030190701,0,737311,746999,367000
1556,New Delhi,Maruti IGNIS,Maruti,ZETA 1.2 K12,2018,IGNIS,Petrol,45876,1,503599,-8500,503599,10084076792,0,489701,503599,507000
1557,Gurgaon,Maruti Wagon R 1.0,MARUTI,LXI,2017,WAGON R 1.0,Petrol,18705,1,419099,-3500,419099,10107992703,0,406557,419099,169000
1558,Gurgaon,Hyundai Creta,Hyundai,1.6 CRDI SX PLUS AUTO,2018,Creta,Diesel,38406,1,1270199,-58400,1270199,10100776790,0,1260511,1270199,734000
1559,Gurgaon,Maruti Baleno,Maruti,DELTA 1.2 K12,2016,Baleno,Petrol,22763,1,536899,-11700,536899,10014990705,0,523001,536899,520000
1560,New Delhi,Hyundai Grand i10,Hyundai,MAGNA 1.2 KAPPA VTVT,2017,Grand i10,Petrol,34913,1,489899,0,489899,10050674797,0,476001,489899,169000
1561,Noida,Hyundai Elite i20,Hyundai,ASTA 1.2 (O),2017,ELITE I20,Petrol,60259,1,686299,12700,698999,10534691708,0,676611,686299,507000
1562,New Delhi,Maruti Swift,Maruti,VXI,2014,SWIFT,Petrol,79066,1,392299,5000,397299,10004976798,0,378401,392299,181000
1563,Rewari,Tata ALTROZ,TATA,XZ 1.5 RTQ,2021,ALTROZ,Diesel,22949,1,808699,81700,890399,29672097726,0,794801,808699,715000
1564,Noida,Mahindra Scorpio,MAHINDRA,S11,2021,SCORPIO,Diesel,14445,2,1786599,229700,2016299,13274497758,0,1767192,1786599,507000
1565,New Delhi,Maruti Alto,Maruti,VXI PLUS,2021,Alto,Petrol,8617,1,416499,19100,435599,10079879795,0,403957,416499,367000
1566,New Delhi,Maruti Baleno,Maruti,DELTA 1.2 K12,2018,Baleno,Petrol,39903,2,541699,29000,570699,10061394706,0,527801,541699,169000
1567,New Delhi,Hyundai NEW SANTRO,Hyundai,SPORTZ EXECUTIVE CNG,2021,NEW SANTRO,Petrol + CNG,45369,1,626999,0,626999,11561793701,0,614811,626999,715000
1568,Gurgaon,Maruti Baleno,Maruti,ZETA PETROL 1.2,2019,Baleno,Petrol,31803,1,710099,-29100,710099,10117093707,0,700411,710099,715000
1569,New Delhi,Hyundai Elite i20,HYUNDAI,ASTA 1.2 (O),2017,ELITE I20,Petrol,50347,2,615629,32970,648599,10012997705,0,601731,615629,507000
1570,New Delhi,Hyundai GRAND I10 NIOS,HYUNDAI,SPORTZ CNG MT,2021,GRAND I10 NIOS,Petrol + CNG,33134,1,754599,-12200,754599,10021979777,0,744911,754599,715000
1571,Gurgaon,Hyundai Creta,Hyundai,1.6 E + VTVT,2018,Creta,Petrol,23571,1,989499,-42400,989499,10060597768,0,979811,989499,370000
1572,New Delhi,Maruti S PRESSO,Maruti,VXI,2021,S PRESSO,Petrol,12349,1,439099,6800,445899,10079896761,0,426557,439099,507000
1573,Faridabad,Maruti Baleno,Maruti,ALPHA PETROL 1.2,2020,Baleno,Petrol,26001,1,785899,0,785899,10067974773,0,772001,785899,715000
1574,New Delhi,Maruti Alto 800,Maruti,LXI,2018,Alto 800,Petrol,24990,1,342599,-15700,342599,10009892704,0,330057,342599,169000
1575,Gurgaon,Maruti Baleno,MARUTI,DELTA 1.2 K12,2018,BALENO,Petrol,50893,1,551599,44300,595899,10174595723,0,537701,551599,507000
1576,New Delhi,Volkswagen Polo,VOLKSWAGEN,GT TSI 1.2 PETROL AT,2017,POLO,Petrol,46133,1,688399,31600,719999,10007290737,0,678711,688399,169000
1577,New Delhi,Maruti Swift,Maruti,LXI,2018,Swift,Petrol,42580,1,500699,6300,506999,10008792742,0,491011,500699,507000
1578,Gurgaon,Maruti Ciaz,MARUTI,ALPHA 1.3 DDIS SHVS,2018,CIAZ,Diesel,82500,2,740199,-29000,740199,10167979778,0,730511,740199,715000
1579,Faridabad,Maruti Baleno,Maruti,ZETA PETROL 1.2,2020,Baleno,Petrol,37235,2,676399,11900,688299,11054375773,0,662501,676399,507000
1580,New Delhi,Hyundai Creta,HYUNDAI,1.6 SX CRDI,2018,CRETA,Diesel,77443,1,961499,103900,1065399,10000495725,0,951811,961499,715000
1581,New Delhi,Maruti Alto K10,Maruti,VXI,2018,Alto K10,Petrol,32393,1,372999,5000,377999,10070078799,0,360457,372999,169000
1582,New Delhi,Maruti Baleno,MARUTI,DELTA 1.2 K12,2017,BALENO,Petrol,41029,1,530099,36200,566299,10052398744,0,516201,530099,169000
1583,Gurgaon,Maruti Swift,MARUTI,LXI OPT,2017,SWIFT,Petrol,47518,1,448699,7100,455799,10005895708,0,434801,448699,169000
1584,New Delhi,Hyundai NEW SANTRO,Hyundai,SPORTZ EXECUTIVE CNG,2021,NEW SANTRO,Petrol + CNG,78034,1,615599,11400,626999,10098894763,0,603411,615599,507000
1585,New Delhi,Hyundai GRAND I10 NIOS,HYUNDAI,SPORTZ CNG MT,2021,GRAND I10 NIOS,Petrol + CNG,29011,1,781999,-15300,781999,10043979770,0,772311,781999,715000
1586,New Delhi,Toyota YARIS,TOYOTA,J MT,2021,YARIS,Petrol,8461,1,1054099,121600,1175699,10019496738,0,1044411,1054099,367000
1587,New Delhi,Skoda Rapid,Skoda,STYLE 1.0TSI MT,2020,Rapid,Petrol,9770,1,1001099,40300,1041399,10094974795,0,988911,1001099,367000
1588,New Delhi,Maruti S PRESSO,Maruti,VXI PLUS,2020,S PRESSO,Petrol,20342,2,412099,20400,432499,10009972779,0,402411,412099,507000
1589,Noida,Hyundai Grand i10,Hyundai,MAGNA 1.2 KAPPA VTVT,2018,Grand i10,Petrol,39637,1,500899,-33100,500899,11229490761,0,487001,500899,169000
1590,New Delhi,Maruti Alto,Maruti,LXI,2020,Alto,Petrol,4690,1,370199,24200,394399,10086690700,0,357657,370199,367000
1591,Noida,Tata Harrier,TATA,XZ 2.0L Kryotec,2019,Harrier,Diesel,43142,1,1259599,171800,1431399,13289799743,0,1240192,1259599,507000
1592,New Delhi,Ford Ecosport,FORD,1.0 ECOBOOST TITANIUM +,2017,ECOSPORT,Petrol,27972,1,839599,0,839599,10043471778,0,827411,839599,169000
1593,New Delhi,Maruti Vitara Brezza,MARUTI,ZDI + AMT,2018,VITARA BREZZA,Diesel,31812,2,938899,6300,945199,10004077779,0,929211,938899,370000
1594,Faridabad,Maruti XL6,Maruti,ALPHA SHVS  MT,2019,XL6,Petrol,57244,1,959899,68000,1027899,11063279792,0,947711,959899,507000
1595,New Delhi,Hyundai NEW SANTRO,Hyundai,1.1 SPORTS AMT,2019,NEW SANTRO,Petrol,69952,1,489599,13300,502899,10071091760,0,475701,489599,507000
1596,New Delhi,Maruti Baleno,MARUTI,DELTA 1.2 K12,2018,BALENO,Petrol,39423,1,550549,53750,604299,10081098706,0,536651,550549,169000
1597,Faridabad,Maruti Alto K10,Maruti,VXI,2017,Alto K10,Petrol,66997,1,337799,10600,348399,10062572799,0,328111,337799,507000
1598,New Delhi,Maruti Alto 800,MARUTI,LXI,2018,ALTO 800,Petrol,41435,1,308399,24000,332399,10096098727,0,295857,308399,507000
1599,Noida,Maruti Alto K10,Maruti,VXI,2018,Alto K10,Petrol,23179,1,390299,8600,398899,11221679799,0,380611,390299,468000
1600,Gurgaon,Maruti Baleno,Maruti,DELTA 1.2 K12,2019,Baleno,Petrol,25639,1,633799,55400,689199,10119795707,0,624111,633799,367000
1601,New Delhi,Maruti Alto K10,Maruti,VXI,2018,Alto K10,Petrol,40324,1,368899,-3200,368899,10040077794,0,356357,368899,468000
1602,Gurgaon,Hyundai Grand i10,Hyundai,ASTA 1.2 KAPPA VTVT OPT,2015,Grand i10,Petrol,84475,1,430699,5000,435699,10112671793,0,421011,430699,102000
1603,Rohtak,Maruti New  Wagon-R,Maruti,LXI CNG 1.0 L,2020,New  Wagon-R,Petrol + CNG,73674,1,568599,0,568599,10098993768,0,558911,568599,507000
1604,Sonipat,Hyundai Grand i10,Hyundai,MAGNA 1.2 VTVT,2017,Grand i10,Petrol,32864,1,506099,-4500,506099,11532878777,0,492201,506099,169000
1605,Sonipat,Maruti Baleno,Maruti,DELTA 1.2 K12,2019,Baleno,Petrol,26510,1,662699,27200,689899,11538397762,0,653011,662699,367000
1606,Faridabad,Hyundai Creta,Hyundai,1.6 SX AT CRDI,2018,Creta,Diesel,40671,2,1311499,0,1311499,10162570776,0,1301811,1311499,315000
1607,Sonipat,Honda WR-V,Honda,1.5 i-DTEC VX MT,2020,WR-V,Diesel,59848,1,1040199,15000,1055199,11548574797,0,1028011,1040199,715000
1608,New Delhi,Maruti Vitara Brezza,Maruti,VXI,2020,Vitara Brezza,Petrol,13779,1,851399,23300,874699,10012290762,0,837501,851399,474000
1609,Noida,Skoda Rapid,Skoda,ELEGANCE 1.6 MPFI AT,2016,Rapid,Petrol,30080,2,506599,5000,511599,10570970794,0,496911,506599,140000
1610,New Delhi,Toyota Etios Liva,TOYOTA,V,2019,ETIOS LIVA,Petrol,31645,1,496099,6800,502899,10023790746,0,482201,496099,507000
1611,Gurgaon,Ford Ecosport,FORD,1.5 TITANIUM TI VCT AT,2017,ECOSPORT,Petrol,39340,2,697599,19500,717099,11222299756,0,687911,697599,169000
1612,Gurgaon,Toyota Etios,Toyota,V SP,2013,Etios,Petrol,36015,1,390599,-10900,390599,10100995741,0,376701,390599,181000
1613,Faridabad,Maruti S PRESSO,MARUTI,VXI,2020,S PRESSO,Petrol,57636,1,411499,29700,441199,11023593741,0,398957,411499,507000
1614,New Delhi,Maruti Baleno,MARUTI,DELTA 1.2 K12,2015,BALENO,Petrol,73790,1,483999,21800,505799,10041999744,0,470101,483999,102000
1615,Noida,Tata Hexa,Tata,Varicor 400 XMA,2018,Hexa,Diesel,67729,2,1124899,-6600,1124899,10534396765,0,1115211,1124899,507000
1616,Ghaziabad,Maruti Alto K10,Maruti,VXI,2019,Alto K10,Petrol,17811,1,396199,13500,409699,11222593708,0,383657,396199,367000
1617,Gurgaon,Maruti Baleno,MARUTI,ZETA 1.2 K12,2017,BALENO,Petrol,47400,2,520599,19200,539799,10198590744,0,506701,520599,181000
1618,New Delhi,Tata Hexa,TATA,Varicor 400 XMA,2018,HEXA,Diesel,76644,1,1086599,68400,1154999,10033694739,0,1072701,1086599,507000
1619,New Delhi,Maruti Swift,Maruti,VXI,2018,Swift,Petrol,53917,1,539099,6800,545899,10034192760,0,525201,539099,507000
1620,Gurgaon,Maruti Baleno,Maruti,DELTA PETROL 1.2,2018,Baleno,Petrol,34658,1,574199,0,574199,10105479794,0,564511,574199,370000
1621,New Delhi,Honda Amaze,Honda,1.2 SX MT I VTEC,2014,Amaze,Petrol,93023,1,419899,-12900,419899,10044793700,0,410211,419899,102000
1622,Gurgaon,Maruti Baleno,MARUTI,DELTA 1.2 K12,2018,BALENO,Petrol,51337,1,540199,46100,586299,10168998743,0,526301,540199,507000
1623,Sonipat,Tata ALTROZ,Tata,XZ (O) 1.2 RTN,2020,ALTROZ,Petrol,17554,1,814499,-11700,814499,11523075779,0,802311,814499,474000
1624,Gurgaon,Hyundai Grand i10,HYUNDAI,MAGNA 1.2 KAPPA VTVT,2017,GRAND I10,Petrol + CNG,35605,2,489899,0,489899,10129675716,0,480211,489899,169000
1625,New Delhi,Mahindra XUV 3OO,MAHINDRA,1.5 W6 MT,2019,XUV 3OO,Diesel,40883,1,861199,-1500,861199,1004444763,0,851511,861199,715000
1626,New Delhi,Maruti Alto,Maruti,LXI,2020,ALTO,Petrol,13448,2,379799,-6100,379799,11219073719,0,367257,379799,367000
1627,Gurgaon,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT,2017,Grand i10,Petrol,50018,2,455399,0,455399,10120974775,0,445711,455399,169000
1628,Noida,Maruti XL6,Maruti,ZETA SHVS,2019,XL6,Petrol,37577,1,871599,-10000,871599,10037772791,0,859411,871599,715000
1629,Noida,Maruti Vitara Brezza,Maruti,ZDI,2019,Vitara Brezza,Diesel,22050,1,882899,9800,892699,11270395742,0,873211,882899,474000
1630,Gurgaon,Maruti Alto,Maruti,LXI,2021,Alto,Petrol,12426,1,372599,18600,391199,10191176711,0,362911,372599,507000
1631,Gurgaon,Maruti Swift,Maruti,VXI,2018,Swift,Petrol,93871,1,507899,25500,533399,10064592706,0,498211,507899,507000
1632,Gurgaon,Ford Ecosport,FORD,1.5 TITANIUM TI VCT,2019,ECOSPORT,Petrol,14294,1,846299,14700,860999,1100473268,0,832401,846299,474000
1633,Gurgaon,Hyundai Xcent,Hyundai,BASE 1.2,2014,Xcent,Petrol,88737,2,373599,-2900,373599,10141394760,0,359701,373599,468000
1634,Gurgaon,Maruti Alto 800,Maruti,LXI,2019,Alto 800,Petrol + CNG,58321,1,328899,-1100,328899,10113596703,0,316357,328899,507000
1635,Gurgaon,Maruti Baleno,Maruti,DELTA 1.2 K12,2016,Baleno,Petrol,45729,1,522299,5000,527299,10163192703,0,508401,522299,181000
1636,Gurgaon,Hyundai GRAND I10 NIOS,Hyundai,SPORTZ 1.2 AT,2020,GRAND I10 NIOS,Petrol,16596,1,707199,28100,735299,10154077796,0,693301,707199,367000
1637,New Delhi,Maruti Baleno,MARUTI,ZETA 1.2 K12,2019,BALENO,Petrol,53447,1,650199,28800,678999,10099272791,0,640511,650199,507000
1638,Gurgaon,Honda Amaze,Honda,1.2 SX MT I VTEC,2016,Amaze,Petrol,92323,1,479599,7400,486999,10197979771,0,469911,479599,507000
1639,Gurgaon,Maruti Swift,MARUTI,VXI,2019,SWIFT,Petrol,48284,1,554599,19900,574499,10153894704,0,540701,554599,507000
1640,New Delhi,Maruti Alto 800,Maruti,LXI,2019,Alto 800,Petrol,17149,1,339499,5000,344499,10080191701,0,329811,339499,468000
1641,New Delhi,Maruti Alto K10,MARUTI,VXI OPT,2017,ALTO K10,Petrol,48441,1,360699,12300,372999,10080391736,0,351011,360699,169000
1642,Gurgaon,Hyundai Creta,HYUNDAI,1.6 SX VTVT,2019,CRETA,Petrol,15440,1,1103599,51200,1154799,13237293741,0,1093911,1103599,367000
1643,Gurgaon,Renault Duster,Renault,RXZ CVT 1.3 TURBO,2021,Duster,Petrol,10233,1,1465799,23100,1488899,10153192705,0,1451901,1465799,474000
1644,Noida,Maruti Vitara Brezza,MARUTI,ZXI +,2021,VITARA BREZZA,Petrol,15363,1,956299,95000,1051299,13290796728,0,946611,956299,507000
1645,New Delhi,Maruti S Cross,Maruti,SIGMA 1.5 SHVS,2021,S Cross,Petrol,9620,1,911799,55400,967199,10021894766,0,902111,911799,474000
1646,New Delhi,Hyundai Creta,HYUNDAI,1.6 SX CRDI,2018,CRETA,Diesel,41223,1,952199,86600,1038799,1018490564,0,932792,952199,370000
1647,Noida,Maruti XL6,MARUTI,ZETA SHVS,2021,XL6,Petrol,36951,1,989299,66100,1055399,13264291725,0,975401,989299,507000
1648,Gurgaon,Hyundai Creta,HYUNDAI,1.6 S AT CRDI,2018,CRETA,Diesel,40644,1,1012499,52400,1064899,10121774792,0,993092,1012499,315000
1649,New Delhi,Maruti Baleno,MARUTI,ZETA 1.2 K12,2017,BALENO,Petrol,53807,1,566299,-5800,566299,10066991721,0,556611,566299,315000
1650,Faridabad,Honda BR-V,Honda,1.5 i- DTEC S,2018,BR-V,Diesel,38362,1,941699,-17400,941699,11011894769,0,932011,941699,370000
1651,Gurgaon,Maruti Baleno,Maruti,ALPHA PETROL 1.2,2016,Baleno,Petrol,53335,1,518399,34000,552399,10103571797,0,504501,518399,181000
1652,Noida,Audi Q3,AUDI,35TDI PREMIUM,2016,Q3,Diesel,87180,1,1730199,84900,1815099,1053974669,0,1718011,1730199,102000
1653,Sonipat,Hyundai Grand i10,Hyundai,MAGNA 1.2 KAPPA VTVT,2016,Grand i10,Petrol,72477,1,434199,-6800,434199,11519876794,0,424511,434199,102000
1654,Noida,Maruti Baleno,Maruti,DELTA 1.2 K12,2017,Baleno,Petrol,45032,1,547899,29100,576999,11226993709,0,538211,547899,169000
1655,Noida,Maruti Celerio,MARUTI,VXI CNG,2018,CELERIO,Petrol + CNG,69576,2,475299,-15200,475299,10033875797,0,462757,475299,507000
1656,Gurgaon,Maruti Baleno,Maruti,DELTA 1.2 K12,2020,Baleno,Petrol,28613,1,710399,10400,720799,10189693766,0,700711,710399,507000
1657,Noida,Maruti IGNIS,Maruti,DELTA 1.2 K12,2018,IGNIS,Petrol,92618,1,487099,-26300,487099,10517479770,0,477411,487099,507000
1658,New Delhi,Maruti S PRESSO,Maruti,VXI PLUS,2020,S PRESSO,Petrol,8519,1,452899,9200,462099,10099273776,0,440357,452899,367000
1659,New Delhi,Maruti IGNIS,MARUTI,ZETA 1.2 K12,2018,IGNIS,Petrol,34211,1,497799,5000,502799,10029294749,0,488111,497799,169000
1660,Gurgaon,Maruti Alto,MARUTI,VXI,2020,ALTO,Petrol,42796,1,383399,20000,403399,11699896798,0,373711,383399,100000
1661,Gurgaon,Maruti S Cross,MARUTI,ZETA AT 1.5 SHVS,2021,S CROSS,Petrol,15457,2,948899,83200,1032099,10188395727,0,935001,948899,715000
1662,New Delhi,Maruti Celerio,MARUTI,VXI CNG,2018,CELERIO,Petrol + CNG,74328,1,464599,30700,495299,10050594720,0,454911,464599,507000
1663,New Delhi,Maruti Swift,Maruti,VXI,2015,Swift,Petrol,82164,1,412299,0,412299,10075877776,0,402611,412299,102000
1664,Gurgaon,Maruti Alto,MARUTI,VXI,2020,ALTO,Petrol,18261,1,372399,23500,395899,11627190751,0,362711,372399,367000
1665,New Delhi,Maruti Alto,MARUTI,LXI CNG (O),2020,ALTO,Petrol + CNG,39974,1,402699,43100,445799,11534594798,0,390157,402699,507000
1666,New Delhi,Maruti Alto K10,MARUTI,VXI,2017,ALTO K10,Petrol,22714,1,355999,11200,367199,10070972774,0,346311,355999,169000
1667,Gurgaon,Hyundai Elite i20,HYUNDAI,ASTA 1.2 (O),2017,ELITE I20,Petrol,15972,2,708699,-9700,708699,10103792728,0,699011,708699,370000
1668,Gurgaon,Mahindra Scorpio,MAHINDRA,S10,2015,SCORPIO,Diesel,44092,1,920499,102100,1022599,1006342163,0,910811,920499,181000
1669,New Delhi,Renault Duster,RENAULT,85 PS RXE DIESEL ADVENTURE,2015,DUSTER,Diesel,55669,1,421799,5000,426799,11204594710,0,407901,421799,181000
1670,Gurgaon,Maruti Vitara Brezza,Maruti,ZDI PLUS,2019,Vitara Brezza,Diesel,51808,1,870199,-31900,870199,10134773777,0,860511,870199,715000
1671,Noida,Maruti Alto K10,Maruti,VXI,2019,Alto K10,Petrol,34538,1,398549,11550,410099,10570690768,0,386007,398549,507000
1672,New Delhi,Maruti S PRESSO,MARUTI,VXI PLUS,2021,S PRESSO,Petrol,9486,1,458399,13900,472299,10064472794,0,445857,458399,367000
1673,Noida,Maruti Vitara Brezza,Maruti,ZDI,2019,Vitara Brezza,Diesel,56490,1,839849,52850,892699,10558572797,0,825951,839849,715000
1674,Rohtak,Maruti Alto K10,Maruti,VXI,2018,Alto K10,Petrol,37134,1,361199,-12900,361199,10144791702,0,348657,361199,169000
1675,New Delhi,Tata NEXON,TATA,XMA 1.5,2019,NEXON,Diesel,93992,1,658799,6100,664899,10014290748,0,644901,658799,507000
1676,Gurgaon,Maruti Swift,MARUTI,LXI,2018,SWIFT,Petrol,39759,2,504549,6850,511399,10157192747,0,494861,504549,169000
1677,New Delhi,Ford Ecosport,Ford,1.5 TITANIUM TI VCT,2017,Ecosport,Petrol,48593,1,675099,7600,682699,10082895762,0,661201,675099,169000
1678,New Delhi,Maruti S Cross,Maruti,ALPHA SHVS,2018,S Cross,Diesel,13730,1,1115299,54200,1169499,10041979710,0,1105611,1115299,169000
1679,New Delhi,Ford FREESTYLE,Ford,TITANIUM 1.2 TI-VCT MT,2018,FREESTYLE,Petrol,31031,1,491199,0,491199,10046996760,0,481511,491199,169000
1680,Gurgaon,Ford Ecosport,Ford,1.5 TITANIUM TI VCT,2017,Ecosport,Petrol,53447,1,686899,0,686899,10146377792,0,677211,686899,507000
1681,New Delhi,Maruti S PRESSO,Maruti,VXI OPT AGS,2020,S PRESSO,Petrol,23738,1,482499,0,482499,10072673713,0,472811,482499,507000
1682,New Delhi,Skoda Rapid,SKODA,STYLE 1.0TSI MT,2021,RAPID,Petrol,9999,1,1114999,57200,1172199,10179398741,0,1102811,1114999,474000
1683,Ghaziabad,Hyundai i20 Active,Hyundai,1.2 S,2015,I20 ACTIVE,Petrol + CNG,94499,2,501299,-8950,501299,11294591768,0,487401,501299,102000
1684,Noida,Ford Ecosport,Ford,1.5TITANIUM TDCI,2021,Ecosport,Diesel,23007,1,1067999,28900,1096899,10588778797,0,1058311,1067999,715000
1685,New Delhi,Maruti S Cross,Maruti,ZETA 1.3 SHVS,2018,S Cross,Diesel,22938,1,824299,26400,850699,10058879711,0,810401,824299,169000
1686,New Delhi,Audi Q3,AUDI,30 TDI MT S EDITION,2015,Q3,Diesel,72526,1,1154399,121000,1275399,1008120723,0,1134992,1154399,1396
1687,Gurgaon,Maruti Alto K10,Maruti,VXI,2019,Alto K10,Petrol,38921,1,379699,35400,415099,10159596705,0,367157,379699,507000
1688,Panipat,Ford Ecosport,FORD,1.5TITANIUM TDCI,2018,ECOSPORT,Diesel,74204,1,716199,63200,779399,1107154360,0,702301,716199,715000
1689,New Delhi,Hyundai Elite i20,Hyundai,ASTA 1.2 DUAL TONE,2017,Elite i20,Petrol,18273,1,700499,-31500,700499,10088891765,0,686601,700499,370000
1690,Gurgaon,Maruti S Cross,Maruti,ALPHA SHVS,2019,S CROSS,Diesel,50363,1,990199,-7000,990199,10191970797,0,976301,990199,315000
1691,Gurgaon,Hyundai GRAND I10 NIOS,HYUNDAI,SPORTZ 1.2 AT,2019,GRAND I10 NIOS,Petrol,32873,1,694899,34700,729599,10124097782,0,681001,694899,715000
1692,New Delhi,Maruti Baleno,Maruti,DELTA 1.2 K12,2020,Baleno,Petrol,30874,1,683499,13500,696999,10013970791,0,673811,683499,507000
1693,Gurgaon,Maruti Baleno,MARUTI,ZETA 1.2 K12,2017,BALENO,Petrol,57684,1,535599,24900,560499,10186091722,0,521701,535599,507000
1694,Noida,Audi A6,AUDI,2.0 TDI TECHNOLOGY,2015,A6,Diesel,77595,2,1823299,143200,1966499,1051344862,0,1813611,1823299,102000
1695,Faridabad,Maruti Alto 800,Maruti,LXI,2019,Alto 800,Petrol,36272,1,341599,5000,346599,10017393703,0,329057,341599,507000
